weight,height,color,no_of_wheels,vehicle_type
2545,157,green,4,bike
2026,157,green,2,bike
1391,144,green,2,car
2302,184,red,4,bike
1588,122,red,2,car
2696,103,green,2,car
2417,178,blue,2,car
1149,114,green,2,car
2111,195,blue,2,car
2878,146,red,4,car
2427,177,red,2,bike
1113,117,red,4,bike
2367,162,red,4,car
2638,196,blue,2,car
1463,128,green,4,car
2488,194,blue,2,bike
2342,165,blue,4,car
1041,143,red,2,bike
1226,119,blue,4,bike
2534,102,green,2,bike
2969,166,red,2,bike
2050,116,green,2,car
2256,112,green,2,car
2441,142,blue,4,car
1187,199,red,4,car
2629,121,red,2,bike
1067,195,green,2,car
1160,145,blue,2,bike
1950,127,green,2,car
1526,198,red,4,car
1874,178,green,4,car
2744,114,blue,2,bike
2654,174,red,4,bike
1570,136,red,2,bike
1725,196,red,4,car
1536,168,red,4,car
2319,110,green,4,car
1576,135,green,4,bike
1885,197,red,4,car
1120,120,red,4,bike
1553,191,red,4,bike
1213,151,green,2,bike
1876,139,green,4,car
1372,173,green,2,car
2264,168,blue,2,car
1012,133,blue,4,car
2523,177,red,2,car
2421,151,blue,4,car
1655,125,blue,4,car
1848,191,red,4,bike
1183,182,green,2,bike
2996,188,green,2,car
2728,104,blue,2,car
2402,188,blue,4,car
2551,123,blue,4,bike
2618,183,red,2,bike
2600,155,blue,2,bike
2461,109,green,2,car
1458,153,green,2,car
1417,124,green,4,car
2966,173,blue,4,car
1893,190,green,4,bike
1558,191,blue,4,bike
1040,185,green,2,bike
2127,152,green,4,car
1719,110,green,4,car
2351,185,blue,4,car
1158,124,green,2,car
1623,132,blue,4,car
2409,148,red,4,bike
2927,193,blue,4,bike
1194,126,blue,2,car
1769,176,green,2,car
2144,127,green,2,car
2681,114,blue,4,bike
2773,136,red,4,car
1683,124,green,4,car
2397,151,red,4,car
1870,134,blue,4,bike
1262,154,green,4,bike
1002,177,blue,4,car
2955,136,red,4,bike
1202,191,red,2,car
1250,133,blue,4,car
1027,200,red,4,car
2175,148,green,2,car
1091,103,blue,4,bike
2703,126,green,4,car
1942,167,red,4,bike
1069,113,green,2,car
1904,165,blue,2,bike
1106,116,blue,2,car
1188,155,blue,4,bike
1103,156,red,2,bike
2957,103,red,4,car
2704,152,red,2,bike
1490,177,red,4,car
1669,179,red,4,bike
1084,161,blue,2,car
1196,192,green,4,car
2350,149,green,2,bike
2490,179,red,4,bike
2662,172,blue,2,car
2110,124,blue,2,car
1381,116,red,2,bike
1488,197,red,2,car
1081,108,red,2,car
2974,192,green,4,bike
1343,112,red,2,car
2802,181,red,4,car
1154,157,red,2,car
2374,131,red,2,bike
1885,171,green,4,bike
1876,152,red,2,car
2528,101,red,4,bike
2757,120,red,2,car
2687,192,green,2,car
1355,108,red,4,car
1034,197,blue,4,bike
2982,128,green,4,bike
1400,185,blue,2,car
2248,170,blue,2,car
2654,109,green,2,car
1356,175,red,4,bike
1989,157,red,2,bike
2675,114,red,4,car
1596,114,green,2,car
1920,165,red,2,bike
1050,157,blue,4,car
1788,169,green,4,bike
1478,126,blue,2,car
1211,134,red,4,car
1375,194,red,4,bike
1389,180,green,4,bike
2671,142,red,2,bike
2294,173,green,4,bike
2595,105,green,4,car
1461,108,red,4,bike
1661,164,green,2,car
2420,177,red,4,bike
1376,175,blue,2,bike
2852,101,green,2,bike
2338,195,green,2,bike
1126,138,blue,4,car
1169,173,red,4,car
2625,196,green,2,car
2440,100,green,4,bike
1292,127,blue,2,car
1165,186,blue,4,bike
1541,186,red,2,bike
2301,180,red,4,bike
2758,177,green,2,car
1151,175,green,2,bike
2720,173,green,4,bike
2843,111,green,4,car
1538,151,blue,4,car
1055,101,blue,2,car
2081,139,blue,4,bike
1970,189,red,2,car
2915,165,red,2,car
2171,149,red,4,bike
1278,199,green,2,car
1535,132,red,2,car
2071,111,red,4,car
2007,191,red,2,bike
2234,118,blue,2,car
1791,162,red,4,bike
2585,192,blue,4,bike
2331,174,red,2,bike
2188,118,blue,4,car
1564,111,green,4,car
1713,134,red,2,car
2989,177,green,4,car
2134,147,red,4,bike
1035,163,blue,4,bike
2966,193,blue,4,car
2191,164,red,4,car
1758,107,blue,2,bike
1814,142,red,2,bike
1596,162,red,2,bike
2006,193,green,4,bike
2660,163,blue,4,car
1645,149,blue,4,car
1416,183,blue,2,bike
1265,182,red,4,car
1338,132,green,4,car
1205,150,red,4,car
2436,102,green,4,car
2730,147,red,4,bike
2016,134,red,2,car
1928,131,red,2,bike
2123,190,red,2,bike
2473,151,red,4,car
2529,190,red,2,car
1073,170,red,4,bike
2039,101,red,4,car
1044,133,red,2,car
2098,159,blue,4,bike
1295,134,red,2,car
1055,188,green,4,bike
2777,128,green,4,car
2551,127,red,4,car
2638,184,green,2,car
1593,139,green,4,car
1112,123,green,2,bike
1664,178,red,4,bike
2584,168,green,2,car
1648,123,red,2,car
2208,133,green,4,bike
2422,105,blue,4,car
2582,176,green,2,car
1999,167,red,4,car
1152,102,blue,2,car
2198,126,blue,2,bike
2282,111,blue,2,bike
1095,124,blue,4,bike
2469,183,blue,4,car
2514,161,green,2,car
2536,169,blue,4,bike
2589,193,blue,4,bike
1791,101,blue,2,car
1482,190,red,4,bike
1463,114,blue,2,bike
2593,163,green,2,bike
2625,173,blue,2,bike
2828,159,blue,2,car
1234,117,red,4,bike
1477,123,green,4,car
2333,103,red,4,car
2884,174,green,2,bike
2971,120,red,4,car
2824,181,blue,2,car
2728,156,red,4,car
2209,123,red,2,car
2565,159,red,4,car
1104,137,green,4,bike
1458,119,green,2,bike
1108,140,blue,2,car
1041,181,red,2,bike
2981,145,green,2,car
1972,192,blue,4,car
1794,100,blue,4,bike
2557,183,green,4,car
1153,185,green,2,bike
1666,178,red,2,car
2614,140,red,4,car
1131,182,blue,2,bike
2664,130,red,4,bike
2872,160,blue,4,bike
1795,159,green,4,bike
1727,164,blue,2,bike
2459,150,blue,2,car
1724,127,green,2,bike
2526,200,green,2,bike
2650,192,blue,2,car
1393,135,green,2,bike
1105,156,green,4,car
2943,148,red,4,car
1734,149,red,2,bike
1275,171,blue,2,car
1904,133,red,2,bike
2764,143,blue,4,bike
1950,161,green,2,car
1592,171,red,2,bike
2024,105,red,2,car
1953,179,red,4,car
1622,190,green,4,car
2843,111,green,4,car
1712,185,red,4,bike
2569,184,green,2,bike
2226,104,red,2,bike
1887,125,blue,4,bike
2653,127,green,4,car
2720,185,green,2,car
1976,124,blue,2,bike
2776,122,red,4,bike
2480,183,blue,2,car
1344,179,red,2,car
2011,166,green,4,bike
2582,174,blue,2,car
2418,129,blue,4,car
2113,172,blue,2,car
1844,101,green,4,bike
2720,118,blue,4,car
1087,138,green,4,bike
1900,154,green,2,bike
1881,109,red,4,bike
2731,152,red,2,bike
2564,171,blue,2,car
1220,153,green,4,car
2952,124,green,2,car
1302,113,blue,4,bike
2492,126,green,2,bike
1925,102,blue,2,bike
1385,120,green,4,bike
1816,171,red,2,bike
1936,118,blue,2,bike
2563,123,green,4,bike
2776,173,red,4,bike
2929,185,green,2,car
1787,179,red,2,car
1457,126,red,4,bike
2598,118,green,4,car
1192,140,red,4,bike
1950,109,green,4,bike
2981,142,blue,4,bike
1711,144,green,4,car
2463,160,green,4,car
1093,200,blue,4,car
1872,112,green,2,bike
2840,168,green,4,bike
2822,130,blue,2,bike
1479,107,green,4,car
2343,190,red,4,bike
1894,100,green,4,car
2065,102,red,2,bike
2850,127,red,4,bike
1098,102,blue,2,car
2506,110,green,4,car
1257,111,red,4,bike
2254,115,red,2,car
2691,120,blue,2,car
1561,198,red,4,car
2137,174,red,2,bike
1183,189,red,4,car
2974,178,red,4,car
1038,189,blue,2,car
2571,195,green,2,bike
2478,181,blue,4,car
1694,131,red,4,car
1325,122,green,4,car
2082,197,green,4,bike
1383,124,green,2,car
2602,199,red,4,bike
1944,120,green,2,bike
2610,129,red,2,bike
1529,150,red,4,car
1074,190,green,4,bike
2112,126,red,4,car
1970,174,green,2,car
1845,146,green,2,bike
1577,133,red,4,car
2095,188,red,4,car
1383,132,green,2,bike
1495,123,green,2,bike
2889,191,green,2,bike
2963,139,green,4,bike
1625,172,red,4,car
1162,159,green,4,car
2797,177,red,2,bike
1936,173,red,4,bike
1630,191,red,2,car
1383,119,red,2,car
2458,167,blue,2,car
1905,198,green,2,bike
2213,162,blue,2,bike
2217,160,green,2,car
1832,123,blue,4,car
1481,198,blue,4,car
1866,173,blue,2,car
2295,128,red,2,car
2791,140,red,4,car
2566,104,red,4,bike
1552,100,green,2,bike
1369,171,green,2,bike
2969,140,blue,2,bike
2150,166,blue,4,bike
2802,110,red,2,car
2980,168,blue,2,bike
1599,108,red,2,car
1108,108,green,4,bike
2398,199,green,2,car
1430,193,red,4,bike
2315,154,blue,2,bike
2900,193,red,2,car
1693,199,blue,4,bike
2263,164,blue,2,car
1469,197,blue,2,car
1032,166,red,4,car
1968,183,red,2,car
1432,129,red,2,car
2622,147,green,4,car
1056,107,blue,2,bike
2132,152,red,2,car
2196,134,green,2,bike
2762,141,red,2,bike
2730,176,blue,2,car
1164,113,green,2,bike
1960,144,blue,4,car
1404,152,red,2,bike
1873,103,red,4,car
1907,132,blue,4,bike
2575,129,blue,2,car
2825,125,red,2,car
2396,139,green,4,bike
1517,148,red,4,car
2975,107,green,4,car
1502,129,blue,2,bike
1276,174,blue,4,bike
1160,177,red,4,car
1936,145,green,4,car
1431,130,green,2,car
2048,186,blue,4,car
1026,101,red,2,bike
1770,198,green,2,car
1482,195,red,2,car
2494,151,red,4,bike
1227,177,green,4,car
2679,116,red,2,bike
1915,129,red,4,car
2902,160,green,4,bike
2628,138,blue,2,car
1405,150,blue,4,bike
1988,107,red,4,car
1291,151,blue,4,car
2354,169,green,4,bike
1612,197,green,2,bike
1244,129,red,2,car
1930,152,red,4,car
1573,107,green,4,car
2776,171,red,2,car
1465,158,red,2,car
1350,144,red,4,bike
2515,104,blue,2,car
2613,182,green,4,bike
1221,165,blue,4,bike
1093,198,green,2,car
1656,141,green,2,bike
2823,116,green,2,car
1507,119,green,2,car
1960,129,blue,4,bike
2257,184,blue,4,car
2419,164,blue,2,car
2798,193,green,2,car
2736,104,red,4,car
1170,183,red,4,bike
1044,120,green,4,car
1764,108,red,2,car
1963,142,red,4,car
1082,118,blue,2,bike
1322,119,red,4,car
2341,170,green,4,car
2175,109,green,2,car
1990,107,blue,4,bike
1235,187,green,4,car
1815,119,blue,2,bike
1362,115,red,2,car
2616,153,green,4,car
2619,158,red,2,car
2610,112,red,4,bike
2633,198,red,4,car
2537,105,blue,4,car
2949,116,green,2,car
1010,170,green,2,car
1006,200,red,4,bike
2925,123,red,4,bike
1309,142,red,2,car
1254,143,blue,4,car
2278,181,blue,4,bike
2127,121,green,2,car
2954,108,red,4,car
2112,103,blue,4,car
1566,130,green,2,car
1437,125,green,2,bike
2764,100,red,4,bike
2420,163,blue,2,car
2168,140,green,4,bike
1097,152,blue,4,bike
1169,175,green,4,car
1120,188,green,4,car
1345,165,blue,4,bike
1079,168,blue,2,car
1707,117,green,4,bike
2080,171,red,2,car
2163,102,red,4,car
2661,188,red,2,bike
1074,156,red,4,car
2378,159,red,2,car
2226,188,red,4,bike
2963,180,green,2,car
2062,168,green,4,bike
2767,104,blue,4,car
2679,111,green,2,bike
2769,116,red,2,bike
1297,122,red,4,car
1852,186,green,4,bike
1122,139,green,4,bike
2969,143,red,2,car
1507,182,green,4,car
1296,102,red,2,car
2010,107,blue,2,car
2377,137,blue,4,car
1257,163,green,2,car
1455,129,red,2,car
2082,118,blue,4,car
2962,130,red,4,bike
2224,126,green,2,car
1146,147,green,4,bike
1042,174,red,2,bike
1761,140,green,4,bike
2411,154,blue,2,bike
1110,197,red,4,bike
1733,168,blue,2,bike
2417,167,blue,4,car
2267,117,green,2,car
2053,117,red,4,bike
1562,117,blue,2,car
1328,164,red,4,car
1280,118,green,4,car
1094,196,red,4,bike
1541,162,blue,2,bike
1517,198,green,2,car
1096,127,red,4,bike
1520,166,green,4,car
2557,168,green,2,car
2146,185,blue,2,bike
1292,154,blue,4,bike
1258,138,red,2,car
1025,140,red,4,bike
1463,199,green,2,car
1470,153,red,2,car
1009,183,red,4,bike
1575,196,red,2,car
1539,123,blue,4,bike
2727,169,green,2,car
1468,132,red,4,car
2375,162,blue,2,bike
2805,131,blue,2,car
2881,175,red,4,bike
2036,170,green,4,bike
2265,190,red,2,bike
1148,109,green,4,car
2830,118,red,2,bike
1631,121,green,4,bike
1588,109,red,4,bike
1453,127,red,2,bike
1358,174,green,2,bike
2049,139,blue,2,car
2205,107,blue,2,car
2371,119,blue,4,car
1196,136,blue,4,car
1354,142,red,2,bike
1972,108,red,4,bike
2578,175,blue,4,bike
1575,154,red,2,car
2651,104,red,4,car
1540,107,red,4,bike
1070,120,green,2,car
2415,154,red,2,car
1756,117,blue,2,car
2657,155,red,2,car
2327,152,blue,4,bike
2660,185,green,2,car
2565,153,green,2,bike
1336,140,blue,2,bike
2309,136,red,4,car
2665,173,red,4,bike
2190,142,blue,2,car
1144,114,blue,2,car
1823,125,blue,2,car
1155,197,green,4,bike
1070,114,blue,2,bike
2035,199,blue,2,car
1231,124,green,4,car
2103,143,blue,2,car
2619,180,red,4,bike
2602,152,green,2,bike
1630,110,red,4,car
2834,158,blue,4,car
1910,163,blue,4,car
2588,142,green,4,bike
2195,191,red,2,car
2286,140,green,2,car
1355,121,blue,4,car
2866,184,red,2,car
2591,172,green,4,bike
1361,109,blue,2,car
2159,174,green,2,bike
1066,194,blue,4,car
2216,101,blue,2,car
1804,105,green,4,bike
2299,119,blue,2,car
1000,161,red,2,car
1738,122,red,2,car
1118,196,green,2,bike
2232,138,green,2,car
1654,181,green,4,bike
2892,130,red,2,car
2084,132,blue,4,bike
2088,129,blue,2,car
2069,110,blue,2,bike
1464,151,red,4,car
2361,102,red,4,bike
1341,130,blue,2,car
2621,125,blue,4,bike
2065,130,green,4,car
2529,137,blue,4,bike
1828,181,green,4,bike
1624,123,red,2,car
2369,142,red,4,bike
1704,126,red,4,car
2691,161,green,4,car
1023,179,green,2,bike
1687,178,red,4,car
1362,150,green,2,car
1654,126,green,4,bike
1504,165,green,2,bike
1168,116,blue,4,bike
1747,195,green,4,car
2858,152,red,4,bike
2615,162,red,4,bike
2462,166,blue,2,bike
2094,173,green,2,bike
1859,121,green,2,bike
1316,152,green,4,bike
1100,100,blue,2,car
2241,132,green,2,bike
1375,145,red,4,car
2385,133,red,2,car
2115,130,green,2,car
1629,152,red,2,bike
1707,200,blue,2,car
2607,135,blue,4,car
1796,140,green,2,bike
1605,123,green,4,car
1919,189,red,4,car
1797,107,blue,2,car
2162,109,red,2,car
2303,173,red,2,car
1846,141,blue,2,car
2966,176,red,4,bike
1926,123,green,4,car
1872,185,blue,2,bike
1924,195,blue,4,bike
2685,126,blue,4,bike
1976,138,green,2,car
2270,128,red,4,car
2766,182,blue,2,car
2062,161,green,4,car
2241,104,green,4,bike
1284,107,blue,4,bike
1936,199,red,4,car
2501,185,green,4,bike
1312,177,green,2,bike
1475,188,blue,2,bike
2469,143,green,2,car
1070,177,red,2,car
2524,177,red,4,bike
1565,133,red,4,bike
1828,161,green,4,bike
1425,195,blue,4,bike
1641,178,red,2,bike
1367,108,red,4,car
2514,162,green,4,car
1475,125,red,4,car
2389,195,red,2,bike
1499,176,red,2,car
2443,200,red,2,car
1436,128,blue,4,car
2623,112,green,4,car
1078,122,green,2,car
2353,124,blue,4,car
2729,128,blue,4,bike
2724,106,red,4,bike
2185,168,blue,4,car
1545,170,green,2,bike
2749,141,red,2,bike
1790,125,green,4,car
2107,164,green,4,bike
2453,157,red,2,bike
2747,188,green,4,car
1064,191,blue,4,car
1120,154,blue,4,car
1526,123,green,2,bike
2588,118,red,4,bike
2316,198,red,2,car
2974,123,blue,4,bike
1401,135,red,4,bike
1611,104,red,4,bike
2637,149,red,2,bike
1743,161,green,4,car
2448,174,blue,2,bike
1521,176,red,2,bike
1525,180,red,4,bike
1926,137,blue,4,car
2411,112,green,4,bike
1133,168,red,4,bike
1995,122,green,4,car
1088,133,blue,2,bike
1616,182,red,4,bike
2894,103,blue,2,bike
2934,172,red,4,bike
1000,153,red,4,bike
1532,163,red,2,bike
2710,157,red,2,bike
2273,104,red,2,car
1837,183,blue,4,bike
1777,127,green,2,car
1645,142,green,2,car
2288,112,green,4,car
2127,183,red,2,bike
2094,191,green,4,bike
2447,180,blue,4,car
2760,146,blue,4,car
2635,100,red,4,car
1167,162,blue,2,car
1229,122,green,2,bike
1537,125,green,2,bike
1768,191,blue,2,car
1080,115,red,2,bike
2426,142,green,4,car
1533,197,green,2,car
2146,154,blue,4,car
2440,180,red,2,car
2073,189,red,2,bike
1086,160,red,2,bike
2016,135,blue,2,bike
1047,106,blue,2,bike
2837,101,green,4,bike
1098,153,green,2,bike
1302,124,red,2,car
1551,110,blue,2,bike
1977,123,blue,4,bike
2514,108,blue,2,car
2132,122,green,4,car
1829,137,blue,4,bike
1473,146,blue,2,bike
2493,105,blue,4,bike
2077,129,red,2,bike
1020,103,blue,2,car
2503,190,blue,2,bike
1444,195,blue,4,car
1873,104,red,4,car
2931,144,blue,2,bike
1552,154,blue,2,car
1727,171,blue,2,car
1855,188,red,4,bike
2077,192,red,4,car
1476,174,red,4,car
2058,136,green,2,car
2304,172,blue,4,bike
1579,152,red,2,car
1300,145,red,2,bike
2293,158,green,4,bike
2362,193,red,2,bike
1612,182,green,4,bike
1709,173,blue,4,car
2755,126,blue,2,bike
2555,167,green,2,bike
1545,113,blue,2,bike
2246,111,red,4,car
2943,145,blue,2,bike
1889,168,red,2,car
2947,121,green,4,car
1223,141,red,4,car
1671,101,blue,2,bike
1465,160,green,2,bike
1145,162,blue,4,car
2164,109,blue,2,car
1391,190,green,4,car
1826,153,blue,2,bike
2799,191,green,4,car
2451,154,red,4,car
1916,127,green,2,bike
2188,197,green,2,bike
1929,188,green,4,bike
1958,191,green,2,car
1785,184,blue,2,bike
2074,153,blue,2,car
1233,188,green,2,bike
1159,166,red,2,bike
1884,168,red,4,car
2201,142,green,4,car
1817,152,green,4,car
1911,194,green,2,car
1773,178,red,4,car
1934,146,green,2,car
1119,137,blue,2,car
1179,153,green,4,bike
2316,184,red,2,car
2899,102,red,4,car
1135,132,red,2,car
2669,149,blue,4,car
2930,102,green,4,car
2514,146,blue,2,bike
2538,198,green,2,bike
1411,156,red,2,car
2507,126,red,2,bike
1079,158,green,4,bike
2458,167,green,2,bike
1905,131,blue,2,car
2062,152,blue,4,car
1260,142,green,2,car
2664,184,green,2,bike
1957,158,green,2,bike
1003,120,green,2,car
1625,102,green,4,car
2140,107,blue,2,car
2941,103,green,4,car
2869,136,red,2,bike
2228,123,green,4,bike
1308,160,green,4,car
2433,177,green,2,car
2595,165,blue,4,car
2333,127,green,2,bike
2655,197,green,2,bike
1415,148,green,4,bike
1617,173,blue,4,car
2968,130,green,2,bike
1462,151,blue,2,bike
1847,153,green,4,car
1218,116,blue,4,bike
2877,147,green,4,bike
2324,148,red,4,bike
2356,112,green,4,bike
2924,126,green,2,bike
1484,134,green,4,bike
1154,150,blue,2,car
2440,102,red,2,bike
1923,158,green,4,bike
2885,141,blue,4,bike
1678,151,blue,2,bike
2767,106,blue,2,car
2793,116,red,4,bike
1395,199,blue,2,car
2443,164,green,2,car
1204,155,blue,4,car
1315,184,red,2,car
1730,162,blue,2,bike
1331,139,red,4,car
2206,140,red,4,bike
1714,101,red,2,bike
2740,125,red,2,bike
2767,151,red,2,bike
2964,164,blue,2,bike
2706,112,red,4,car
1572,131,blue,2,car
2603,169,red,4,bike
2219,183,red,2,car
1569,103,green,4,car
1433,114,red,4,bike
1895,197,red,4,bike
2824,189,blue,4,car
2033,135,blue,4,bike
2622,130,red,2,bike
1700,151,blue,4,car
1795,174,blue,4,car
2662,153,green,4,car
2030,142,blue,2,bike
1348,136,green,4,car
1711,183,green,4,car
1819,142,green,2,car
2368,148,green,4,car
1580,128,red,4,car
1251,131,red,2,bike
2494,171,blue,4,bike
1257,198,blue,4,car
1985,179,green,2,bike
2576,123,red,2,car
2698,193,blue,2,bike
2228,159,green,4,bike
2056,114,green,2,bike
2210,179,blue,2,car
1430,179,green,2,car
2585,123,blue,2,car
2575,102,red,4,car
2184,155,green,4,car
2554,150,red,2,car
1763,161,blue,4,bike
1369,160,green,4,bike
2609,128,blue,2,bike
1206,168,blue,4,bike
2192,114,green,4,car
1174,105,green,2,bike
1728,147,green,4,car
2127,129,blue,4,bike
1080,137,green,2,bike
1686,113,blue,4,car
1565,179,red,4,bike
2420,185,green,2,car
2050,190,blue,4,bike
2297,143,blue,4,bike
1824,200,blue,2,bike
1453,143,red,4,car
1049,157,red,4,bike
2150,100,red,2,car
2458,163,red,4,bike
1881,184,blue,4,bike
1023,112,green,2,bike
2503,157,blue,4,car
2512,102,blue,4,car
2044,118,red,2,car
1633,139,green,2,bike
2876,146,green,2,car
1224,101,red,4,bike
1347,153,red,4,car
2244,198,blue,4,car
1389,152,green,2,bike
1412,185,red,4,car
2634,190,green,2,car
2254,189,blue,2,car
2885,170,green,2,bike
2694,198,blue,4,car
2399,120,red,4,bike
2628,117,green,2,bike
1403,156,red,2,bike
1059,151,green,2,bike
1347,114,blue,4,car
2941,140,red,2,bike
2867,179,red,2,car
1841,104,red,4,bike
2917,140,blue,2,car
2564,193,green,2,bike
2548,168,red,2,car
1496,182,blue,4,bike
2051,144,green,2,car
2526,173,red,4,car
1635,186,green,4,bike
1186,102,blue,4,car
1165,185,blue,2,car
2857,143,blue,2,bike
1805,178,red,2,car
1523,144,red,4,car
2737,188,blue,4,car
1487,171,red,2,bike
1153,111,red,2,car
2178,131,green,2,car
1408,154,blue,4,bike
1097,108,red,4,bike
2472,116,blue,4,car
2743,103,blue,4,bike
1477,126,green,4,car
1278,151,green,2,bike
1139,189,green,4,bike
1989,140,green,4,bike
2985,121,blue,2,car
2959,110,green,2,car
1596,137,red,2,car
1568,106,red,4,car
2138,110,red,4,car
1789,119,green,2,car
2994,132,red,4,car
2997,137,green,4,bike
1216,160,green,2,car
2216,159,red,4,car
2044,170,red,4,bike
1731,111,green,4,car
2289,109,blue,2,bike
2317,164,green,4,bike
2707,148,blue,4,car
1275,143,blue,2,car
1396,133,red,4,bike
2998,190,green,4,bike
2666,164,red,2,bike
2358,178,blue,2,bike
1229,171,blue,4,bike
1911,200,red,2,car
2288,117,blue,4,bike
2247,114,red,4,car
2987,110,blue,2,car
2432,162,red,2,bike
2254,153,red,4,car
1257,115,red,2,bike
1268,115,green,2,bike
1196,187,red,4,bike
1725,114,red,4,car
1408,122,red,2,bike
1225,165,blue,4,bike
1584,170,blue,4,bike
1796,100,green,4,car
2795,164,red,4,bike
1743,135,green,2,car
1778,162,green,2,bike
1328,104,red,4,car
1196,161,green,4,car
1327,190,green,4,bike
1754,198,red,4,car
1114,173,green,4,bike
2527,190,blue,4,bike
2629,157,red,2,car
2764,121,blue,4,car
1934,179,blue,2,bike
1958,175,red,2,bike
2820,195,red,4,car
1353,153,red,2,bike
2883,112,blue,2,car
1613,125,red,2,car
1146,107,red,4,car
1667,148,blue,2,car
2620,194,red,2,bike
1826,121,green,2,car
1476,196,green,2,car
1957,182,green,2,bike
1134,134,red,4,bike
1907,129,blue,2,bike
2546,130,blue,2,car
1973,196,green,2,bike
1508,180,green,2,bike
1029,151,red,4,car
1905,157,green,2,car
1999,173,red,2,bike
2398,104,red,2,bike
2548,137,green,2,bike
2552,186,red,4,bike
2003,155,green,2,bike
2127,194,blue,4,bike
1614,100,red,2,car
1375,160,blue,4,car
1711,131,green,2,bike
2661,109,red,2,car
1739,163,blue,2,car
2799,185,red,4,bike
2160,124,red,2,car
1235,145,blue,2,car
2373,158,green,4,car
2475,144,red,2,car
1878,153,green,4,bike
